No,Unit,Channel,Year,Month,Views Cummulative,Engaged views,Watch time (hours),Subscribers,Average view duration,Average percentage viewed (%),Videos published,Impressions,Impressions click-through rate (%),Unique viewers,New viewers,Returning viewers,Casual viewers,Regular viewers,Subscribers gained,Subscribers lost,Likes,Dislikes,Shares,Comments added,Revenue Cummulative (IDR),Transaction revenue (IDR),Transactions,YouTube Premium (IDR),Watch Page ads (IDR),YouTube ad revenue (IDR),Ad impressions,CPM (IDR),Estimated monetized playbacks,RPM (IDR),Product clicks,Product impressions,Total sales (IDR),Orders,YouTube Premium views,YouTube Premium watch time (hours),Hours streamed,Reminders set,Chat messages,Reactions,Remix count,Remix views,Community clip views,Watch time from community clips (hours),Card clicks,Cards shown,End screen element clicks,End screen elements shown, Total members, Active members, Members gained, Members lost, Canceled memberships, Exit surveys, Average membership tenure (days), Churn rate (%),Lifetime Subscriber/Followers,New Subscribers/Followers,Views Fresh Content, Revenue Fresh Content (IDR), Revenue Fresh Content (USD),"View
 Male (%)","View
 Female (%)","View
 Other (%)",13 - 17 Years,18 - 24 Years,25 - 34 Years,35 - 44 Years,45 - 54 Years,55 - 64 Years,65+ Years
268,iNews,iNews Premium Sport,2025,April,"35,950","35,383",928,-66,00:01:34,32,,"454,680",6,"20,833","15,421","5,410","4,806",604,265,331,-306,-56,31,7,"57,245",0,0,"1,160","55,984","101,779","12,937","7,867","12,063","1,618",0,2,0,0,327,8,,0,,,,,0,0,3,120,0,301,,,,,,,,,"415,821",-66,0,  -   ,  -   ,,,,,,,,,,
269,iNews,iNews Premium Sport,2025,May,"56,546","56,013","1,837",28,00:01:58,32,10,"625,275",7,"36,314","28,466","7,848","7,252",596,329,301,0,-31,46,62,"123,749",0,0,"2,951","120,716","219,485","28,533","7,692","26,384","2,209",0,0,0,0,603,22,,0,,,,4,0,0,0,12,6,379,,,,,,,,,"415,849",28,265,  680 ,  0 ,,,,,,,,,,
270,iNews,iNews Premium Sport,2025,June,"49,622","49,274","1,523",3,00:01:51,35,,"574,641",7,"31,561","24,059","7,502","7,002",500,283,280,65,-21,26,35,"113,999",0,0,"3,163","110,761","201,385","24,663","8,165","22,964","2,314",0,3,0,0,549,20,,0,,,,1,0,0,0,48,1,258,,,,,,,,,"415,852",3,0,  -   ,  -   ,,,,,,,,,,
271,iNews,iNews Premium Sport,2025,July,"105,405","105,178","13,394",152,00:07:38,24,1,"1,251,909",7,"73,895","63,313","10,582","10,107",475,526,374,471,-22,110,110,"911,796",0,0,"73,236","838,506","1,524,556","118,250","12,893","71,365","8,669",0,0,0,0,"2,291",575,1,0,0,0,,3,0,0,1,24,1,208,,,,,,,,,"416,004",152,"51,903","  855,270 ",  50 ,68.90%,31.10%,,0.90%,13.60%,37.60%,21.90%,13.00%,8.80%,4.20%
272,iNews,iNews Premium Sport,2025,August,"339,402","334,642","23,278","1,498",00:04:10,34,38,"3,335,055",8,"247,346","210,701","36,645","36,232",413,"1,857",359,"3,227",47,223,577,"1,587,630",0,0,"72,956","1,512,232","2,749,299","265,379","10,360","204,507","4,744",0,11,0,0,"5,451",563,3,16,0,0,,5,0,0,0,12,4,196,,,,,,,,,"417,566","1,498","254,011","  1,363,060 ",  80 ,83.30%,16.70%,0%,1.00%,9.60%,34.50%,27.00%,17.30%,8.30%,2.50%
273,iNews,iNews Premium Sport,2025,September,"309,262","290,069","29,393","1,177",00:06:04,28,56,"3,144,287",6,"204,662","141,812","62,850","62,394",456,"1,524",347,"2,262",81,174,544,"1,116,849",0,0,"95,883","1,016,001","1,847,274","214,719","8,603","170,620","3,850",0,20,0,0,"5,073",734,11,107,2,0,,,1,1,0,6,0,184,,,,,,,,,"418,625","1,177","233,570","  943,330 ",  55 ,76.10%,23.90%,0%,1.10%,7.80%,34.70%,24.50%,17.40%,10.90%,3.70%
274,iNews,iNews Premium Sport,2025,October,"2,676,940","2,609,377","269,400","6,701",00:06:11,4,178,"18,487,846",12,"1,062,143","874,466","187,677","187,187",490,"7,418",717,"17,768",794,"1,678","2,237","9,346,920",0,1,"447,029","8,865,553","16,119,343","2,016,225","7,995","1,280,828","3,582",66,"16,840","18,436",1,"32,096","3,704",156,"2,450","54,133","17,512",4,"41,086",0,0,0,6,2,266,,,,,,,,,"426,326","6,701","2,599,222","  9,416,130 ",  554 ,82.20%,17.80%,0.10%,1.10%,7.60%,32.60%,25.40%,19.60%,11.00%,2.80%
275,iNews,iNews Premium Sport,2025,November,"2,723,402","2,717,676","215,403","4,963",00:04:45,22,57,"32,831,494",7,"1,711,896","1,374,948","337,830","337,303",527,"5,697",734,"14,081",557,"1,086","2,108","17,109,599",0,0,"768,700","16,335,145","29,700,262","2,951,150","10,064","1,913,352","6,296",2,125,0,0,"63,643","6,040",17,178,"2,405","1,363",6,"8,129",0,0,0,2,3,145,,,,,,,,,"430,289","4,963","2,368,339","  15,862,530 ",  933 ,87.20%,12.70%,0.10%,1.00%,10.60%,45.50%,24.50%,11.30%,5.30%,1.80%
276,iNews,iNews Premium Sport,2025,December,"8,356,847","8,332,138","890,440","13,415",00:06:24,5,207,"79,106,012",9,"3,358,777","2,233,302","1,124,336","1,122,295","2,041","14,762","1,347","32,968","2,838","3,783","3,231","39,957,558",0,0,"1,857,228","38,080,235","69,738,809","8,463,475","8,240","5,272,513","4,796",8,213,0,0,"141,037","15,843",205,"2,288","35,428","34,334",2,"1,296",1,0,0,4,4,237,,,,,,,,,"443,702","13,413","8,143,963","  39,759,260 ","  2,339 ",81.40%,18.50%,0.10%,1.20%,8.10%,35.10%,25.30%,17.50%,9.80%,2.90%
277,iNews,iNews Premium Sport,2026,January,"3,640,810","3,619,262","370,738","6,302",00:06:08,6,196,"30,822,193",10,"1,670,725","801,152","869,897","862,994","6,903","7,250",948,"18,007",983,"2,018","1,809","16,126,150","10,350",1,"885,753","14,921,937","27,605,169","3,393,344","8,135","2,138,893","4,374",0,57,0,0,"70,097","8,309",161,"1,997","51,799","66,398",2,"8,013",1,0,0,2,0,163,,,,,,,,,"450,003","6,299","3,193,348","  14,221,749 ",,85.50%,14.50%,0.10%,1.50%,9.90%,39.90%,24.20%,14.50%,7.70%,2.30%
278,iNews,iNews Premium Sport,2026,February,"4,076,014","4,068,529","324,471","3,461",00:04:47,3,80,"27,735,209",12,"2,287,929","1,218,609","1,070,402","1,055,225","15,177","4,398",937,"12,028","1,135","1,621","1,109","17,084,145",0,0,"777,347","16,304,013","29,633,609","3,850,592","7,696","2,444,311","4,198",0,7,0,0,"83,171","6,326",126,541,"13,054","28,553",0,99,5,0,0,0,2,237,,,,,,,,,"453,467","3,461","3,711,350","  15,387,699 ",,86.10%,13.80%,0%,2.10%,11.80%,43.00%,23.30%,12.30%,5.90%,1.70%
279,iNews,iNews Premium Sport,2026,March,"1,115,549","1,099,611","78,995","1,467",00:04:18,5,88,"10,608,218",8,"821,192","276,229","306,180","292,296","13,884","2,028",561,"4,535",265,504,482,"5,489,606",0,0,"179,767","5,304,510","9,644,565","1,023,348","9,425","664,116","5,350",0,119,0,0,"20,167","1,600",17,90,"4,813","16,482",1,554,0,0,0,0,3,209,,,,,,,,,"454,934","1,467","869,265","  4,026,047 ",,80.90%,19.10%,0.10%,2.50%,9.80%,38.30%,25.10%,14.80%,7.00%,2.50%
280,iNews,iNews Premium Sport,2026,April,"1,476,491","1,474,361","143,797","2,197",00:05:51,15,70,"17,556,563",6,"1,039,062","439,612","560,949","526,415","34,534","2,950",753,"7,465",400,933,"1,748","7,574,828",0,0,"329,681","7,244,128","13,115,996","1,356,441","9,669","930,763","5,096",0,85,0,0,"24,829","2,766",18,161,144,117,0,21,0,0,0,24,0,143,,,,,,,,,"457,131","2,197","878,525","  4,366,973 ",,82.20%,17.80%,0.00%,1.20%,6.80%,32.20%,25.90%,19.10%,11.10%,3.70%
281,iNews,iNews Premium Sport,2026,May,"1,011,645","1,010,174","128,805","1,616",00:07:39,8,123,"10,920,339",7,"684,046","317,654","329,228","300,737","28,491","2,132",516,"5,292",335,776,999,"6,268,073",0,0,"197,043","6,070,422","11,007,528","1,059,740","10,387","684,759","6,176",0,81,0,0,"14,196","1,791",45,277,"1,337","2,233",,8,0,0,2,10,20,"1,545",,,,,,,,,"458,748","1,616","573,384","  3,485,481 ",,78.30%,21.70%,0.00%,1.60%,8.00%,35.40%,22.70%,16.20%,11.20%,4.90%
282,iNews,iNews Premium Sports,2026,June,"1,651,458","1,650,537","128,896","3,006",00:04:41,3,123,"13,987,828",9,"1,136,169","555,803","539,013","471,132","67,881","3,689",683,"8,163",531,924,"1,241","15,240,348",0,0,"224,737","15,015,151","27,296,729","1,934,776","14,108","1,330,222","9,196",0,46,0,0,"25,037","1,936",33,396,"13,587","22,127",,208,1,0,1,20,2,161,,,,,,,,,"461,754","3,006","1,255,623","  10,741,003 ",,80.20%,19.80%,0.10%,2.00%,9.10%,36.30%,24.10%,16.10%,9.20%,3.20%
283,iNews,iNews Premium Sports,2026,July,"1,676,552","1,670,950","125,792","2,849",00:04:31,3,96,"13,706,438",10,"1,222,463","490,203","366,301","312,251","54,050","3,458",609,"5,855",521,837,703,"14,391,011",0,0,"211,524","14,178,932","25,780,673","1,938,278","13,301","1,274,949","9,090",0,36,0,0,"25,481","1,865",76,188,"18,783","12,239",1,21,0,0,0,0,0,195,,,,,,,,,"464,603","2,849","1,341,649","  10,226,854 ",,80.20%,19.70%,0.10%,2.00%,9.80%,37.60%,24.00%,14.90%,8.60%,
284,iNews,iNews Premium Sports,2026,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,iNews,iNews Premium Sports,2026,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,iNews,iNews Premium Sports,2026,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,iNews,iNews Premium Sports,2026,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,iNews,iNews Premium Sports,2026,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,iNews,iNews Sumut Official,2024,January,"57,271","57,271","1,421",250,00:01:29,47,106,"648,595",7,"40,778","34,286","6,492","6,492",0,316,66,676,4,757,118,"83,973",0,0,643,"83,330","151,912","20,325","7,474","18,318","1,466",0,0,0,0,585,13,,0,,,,,0,0,0,0,0,0,,,,,,,,,"52,173",250,"19,160","  51,000 ",  3 ,,,,,,,,,,
290,iNews,iNews Sumut Official,2024,February,"53,669","53,669","1,286",156,00:01:26,43,139,"635,010",7,"37,215","30,661","6,517","6,517",0,220,64,531,2,"1,016",69,"93,771",0,0,782,"92,989","169,071","20,621","8,199","18,124","1,747",0,0,0,0,540,12,,0,,,,,0,0,0,0,0,0,,,,,,,,,"52,329",156,"28,989","  78,370 ",  5 ,,,,,,,,,,
291,iNews,iNews Sumut Official,2024,March,"54,318","54,318","1,273",146,00:01:24,45,128,"750,831",6,"36,614","30,063","6,551","6,551",0,201,55,519,9,860,56,"114,486",0,0,"1,051","113,435","208,493","23,623","8,826","20,359","2,108",0,0,0,0,600,16,,0,,,,,0,0,0,0,0,0,,,,,,,,,"52,475",146,"29,630","  99,110 ",  6 ,,,,,,,,,,
292,iNews,iNews Sumut Official,2024,April,"44,133","44,133",981,123,00:01:20,44,93,"658,540",5,"32,126","26,096","6,030","6,030",0,190,67,371,10,607,65,"61,864",0,0,743,"61,120","113,907","12,504","9,110","10,881","1,402",0,0,0,0,504,12,,0,,,,,0,0,0,0,0,0,,,,,,,,,"52,598",123,"22,214","  51,000 ",  3 ,,,,,,,,,,
293,iNews,iNews Sumut Official,2024,May,"50,184","50,184","1,169",115,00:01:23,43,117,"702,733",6,"34,373","28,266","6,107","6,107",0,178,63,448,3,887,83,"75,677",0,0,542,"75,136","136,690","14,540","9,401","12,938","1,508",0,0,0,0,379,9,,0,,,,,0,0,0,0,0,0,,,,,,,,,"52,713",115,"24,360","  64,260 ",  4 ,,,,,,,,,,
294,iNews,iNews Sumut Official,2024,June,"39,003","39,003",896,100,00:01:22,44,125,"587,736",5,"25,431","20,100","5,331","5,331",0,157,57,404,0,820,78,"66,525",0,0,491,"66,033","120,061","12,512","9,596","10,839","1,706",0,0,0,0,353,8,,0,,,,,0,0,0,0,0,0,,,,,,,,,"52,813",100,"16,935","  53,210 ",  3 ,,,,,,,,,,
295,iNews,iNews Sumut Official,2024,July,"43,054","43,054","1,043",109,00:01:27,46,134,"609,924",5,"26,757","21,250","5,507","5,507",0,168,59,506,-1,847,50,"95,265",0,0,332,"94,932","173,522","16,914","10,259","14,572","2,213",0,0,0,0,403,9,,0,,,,,0,0,0,1,0,0,,,,,,,,,"52,922",109,"21,309","  87,720 ",  5 ,,,,,,,,,,
296,iNews,iNews Sumut Official,2024,August,"42,975","42,975","1,020",136,00:01:25,48,133,"583,139",6,"27,076","21,158","5,918","5,918",0,193,57,540,0,965,47,"103,077",0,0,482,"102,595","186,536","19,416","9,607","16,702","2,399",0,0,0,0,472,9,,0,,,,,0,0,0,0,0,0,,,,,,,,,"53,058",136,"19,973","  92,650 ",  5 ,,,,,,,,,,
297,iNews,iNews Sumut Official,2024,September,"36,176","36,176",878,118,00:01:27,47,101,"472,507",6,"24,333","19,038","5,295","5,295",0,183,65,495,7,856,46,"70,510",0,0,429,"70,080","127,418","15,769","8,080","13,669","1,949",0,0,0,0,373,8,,0,,,,,0,0,0,0,0,0,,,,,,,,,"53,176",118,"14,722","  60,690 ",  4 ,,,,,,,,,,
298,iNews,iNews Sumut Official,2024,October,"24,082","24,082",551,52,00:01:22,45,32,"281,543",7,"17,442","13,647","3,795","3,795",0,104,52,162,-1,261,36,"24,890",0,0,192,"24,697","44,903","4,721","9,511","4,136","1,034",0,0,0,0,263,6,,0,,,,,0,0,0,3,0,0,,,,,,,,,"53,228",52,"4,696","  13,430 ",  1 ,,,,,,,,,,
299,iNews,iNews Sumut Official,2024,November,"37,964","37,964",866,115,00:01:22,36,84,"485,675",6,"27,077","22,066","5,011","5,011",0,156,41,331,5,540,59,"55,857",0,0,562,"55,293","100,532","10,806","9,303","9,705","1,471",0,0,0,0,329,8,2,0,1,3,,,0,0,0,1,0,0,,,,,,,,,"53,343",115,"19,355","  46,580 ",  3 ,,,,,,,,,,
300,iNews,iNews Sumut Official,2024,December,"38,101","38,101",886,117,00:01:23,46,90,"542,467",6,"24,581","19,432","5,149","5,149",0,161,44,310,5,464,37,"65,385",0,0,436,"64,945","118,317","11,557","10,238","10,440","1,716",0,0,0,0,373,8,,0,,,,,0,0,0,0,0,0,,,,,,,,,"53,460",117,"17,199","  53,210 ",  3 ,,,,,,,,,,
301,iNews,iNews Sumut Official,2025,January,"41,714","41,714",909,128,00:01:18,45,80,"562,919",6,"28,656","23,883","4,773","4,773",0,176,48,358,1,512,115,"65,530",0,0,624,"64,898","117,998","12,051","9,792","11,225","1,571",0,0,0,0,414,9,,0,,,,,0,0,0,2,0,0,,,,,,,,,"53,588",128,"22,964","  52,530 ",  3 ,,,,,,,,,,
302,iNews,iNews Sumut Official,2025,February,"140,175","140,175","4,547",698,00:01:56,50,85,"1,666,824",7,"114,671","105,787","8,884","8,884",0,789,91,"1,432",23,"1,637","1,889","457,044",0,0,"18,078","438,963","798,114","79,850","9,995","72,119","3,261",0,0,0,0,"3,011",108,,0,,,1,509,0,0,0,0,0,0,,,,,,,,,"54,286",698,"118,976","  458,320 ",  27 ,,,,,,,,,,
303,iNews,iNews Sumut Official,2025,March,"32,392","32,391",743,82,00:01:22,45,77,"425,609",6,"20,909","16,193","4,727","4,215",512,162,80,255,-2,414,43,"72,363",0,0,648,"71,714","130,389","13,199","9,879","12,137","2,234",0,0,0,0,368,9,,0,,,,4,0,0,0,1,0,0,,,,,,,,,"54,368",82,"12,381","  44,200 ",  3 ,,,,,,,,,,
304,iNews,iNews Sumut Official,2025,April,"18,175","18,165",395,32,00:01:18,40,,"219,056",6,"12,489","9,589","2,904","2,540",364,93,61,-5,-1,166,11,"13,098",0,0,199,"12,898","23,451","2,508","9,350","2,267",721,0,0,0,0,165,4,,0,,,,8,0,0,0,4,0,0,,,,,,,,,"54,400",32,0,  -   ,  -   ,,,,,,,,,,
305,iNews,iNews Sumut Official,2025,May,"17,621","17,621",394,23,00:01:20,41,,"211,084",7,"12,291","9,503","2,788","2,461",327,75,52,23,-6,180,21,"11,053",0,0,190,"10,864","19,752","2,008","9,837","1,822",627,0,0,0,0,217,5,,0,,,,5,0,0,0,1,0,0,,,,,,,,,"54,432",23,0,  -   ,  -   ,,,,,,,,,,
306,iNews,iNews Sumut Official,2025,June,"16,982","16,982",402,35,00:01:25,42,,"173,156",8,"12,376","9,737","2,639","2,354",285,94,59,45,-10,128,27,"9,660",0,0,98,"9,562","17,386","2,021","8,603","1,861",569,0,0,0,0,131,3,,0,,,,,0,0,0,1,0,0,,,,,,,,,"54,455",35,0,  -   ,  -   ,,,,,,,,,,
307,iNews,iNews Sumut Official,2025,July,"20,005","20,000",491,48,00:01:28,43,1,"197,409",8,"14,913","12,001","2,912","2,646",266,122,74,44,-12,129,24,"8,783",0,0,111,"8,672","15,767","1,717","9,183","1,550",439,0,0,0,0,151,3,,0,,,,2,0,0,0,0,0,0,,,,,,,,,"54,503",48,5,  -   ,  -   ,71.40%,28.60%,,0%,10.60%,46.20%,24.20%,11.60%,7.10%,0.30%
308,iNews,iNews Sumut Official,2025,August,"384,131","384,131","36,149","2,171",00:05:38,37,137,"4,027,300",7,"321,996","308,859","13,137","12,792",345,"2,298",127,"2,241",175,386,"3,095","1,948,649",0,0,"49,986","1,898,664","3,452,062","379,840","9,088","318,653","5,073",0,0,0,0,"3,741",380,,0,,,2,"2,829",0,0,0,7,0,0,,,,,,,,,"56,719","2,171","361,989","  2,043,570 ",  120 ,77.60%,22.40%,0.00%,1.00%,6.30%,25.10%,18.80%,18.30%,19.50%,11.10%
309,iNews,iNews Sumut Official,2025,September,"238,639","238,639","9,988",820,00:02:30,11,195,"2,121,019",10,"186,599","166,526","20,073","19,792",281,915,95,"1,361",62,421,510,"698,614",0,0,"13,217","685,397","1,246,175","153,615","8,112","129,651","2,927",0,0,0,0,"1,836",102,374,1,219,0,,110,0,0,0,5,0,0,,,,,,,,,"57,534",820,"198,682","  631,380 ",  37 ,69.00%,31.00%,0%,1.50%,7.60%,32.10%,23.00%,16.00%,13.20%,6.80%
310,iNews,iNews Sumut Official,2025,October,"192,821","192,384","7,984",576,00:02:29,12,204,"1,734,305",10,"157,405","126,096","31,309","31,004",305,667,91,"1,022",48,447,653,"481,864",0,0,"11,781","469,957","854,495","98,484","8,676","83,809","2,505",0,0,0,0,"1,498",91,744,1,419,0,2,"1,998",0,0,0,0,0,0,,,,,,,,,"58,110",576,"156,356","  415,310 ",  24 ,77.70%,22.30%,0%,0.90%,5.10%,27.30%,23.30%,19.20%,16.10%,8.20%
311,iNews,iNews Sumut Official,2025,November,"883,316","883,311","41,051","1,715",00:02:47,23,201,"6,598,127",11,"654,097","535,159","118,621","118,275",346,"1,890",175,"4,940",252,741,"3,557","2,482,880",0,0,"74,609","2,408,269","4,413,042","513,997","8,586","427,300","2,811",0,0,0,0,"10,141",514,725,0,84,1,1,"1,631",0,0,0,1,0,0,,,,,,,,,"59,825","1,715","861,039","  2,495,090 ",  147 ,80.50%,19.40%,0.10%,1.00%,5.80%,29.50%,25.10%,18.70%,13.80%,6.10%
312,iNews,iNews Sumut Official,2025,December,"224,762","224,757","9,790",344,00:02:36,14,224,"1,914,747",10,"183,368","135,927","47,480","47,236",244,425,81,861,58,301,699,"727,517",0,0,"22,495","705,020","1,281,855","132,749","9,656","110,810","3,237",0,0,0,0,"2,814",141,35,0,2,0,,18,0,0,0,1,0,0,,,,,,,,,"60,168",343,"98,643","  362,780 ",  21 ,76.70%,23.30%,0%,1.20%,5.90%,28.00%,21.90%,18.50%,16.10%,8.30%
313,iNews,iNews Sumut Official,2026,January,"285,283","281,426","30,020","1,080",00:06:23,24,252,"2,254,953",9,"229,171","156,316","72,831","72,565",266,"1,197",117,"2,305",127,680,"1,433","1,556,890",0,0,"48,491","1,438,488","2,616,449","304,119","8,603","237,002","5,290",0,1,0,0,"3,113",366,,0,,,,,0,0,0,4,0,0,,,,,,,,,"61,249","1,080","244,134","  1,464,989 ",,79.20%,20.80%,0%,1.00%,5.20%,25.70%,18.20%,16.90%,20.10%,12.90%
314,iNews,iNews Sumut Official,2026,February,"377,212","369,729","45,186",666,00:07:19,18,350,"2,806,215",11,"291,584","185,028","105,605","104,969",636,773,107,"1,687",157,500,"1,909","2,098,408",0,0,"54,511","2,040,375","3,705,599","424,186","8,736","289,532","5,675",0,0,0,0,"3,050",450,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,"61,915",666,"337,132","  1,993,765 ",,79.00%,21.00%,0.00%,1.20%,5.30%,27.40%,20.70%,17.90%,17.90%,9.80%
315,iNews,iNews Sumut Official,2026,March,"230,589","230,506","23,046",325,00:05:59,18,341,"2,023,952",10,"189,901","124,024","58,826","58,251",575,440,115,957,61,463,742,"1,436,393",0,0,"45,551","1,390,814","2,529,246","217,563","11,625","128,749","6,348",0,0,0,0,"2,561",360,0,0,0,0,0,7,0,0,0,1,0,0,,,,,,,,,"62,240",325,"197,702","  1,325,787 ",,81.40%,18.60%,0.00%,0.80%,4.60%,29.40%,27.60%,19.90%,12.30%,5.40%
316,iNews,iNews Sumut Official,2026,April,"509,943","509,769","125,232","1,175",00:14:44,19,186,"5,210,855",8,"399,424","256,952","124,859","123,268","1,591","1,344",169,"2,907",278,843,"2,490","5,567,605",0,0,"422,268","5,145,269","9,352,617","812,632","11,509","442,138","11,553",0,0,0,0,"9,936","3,177",13,1,9,0,0,0,0,0,0,0,0,0,,,,,,,,,"63,415","1,175","450,045","  4,985,474 ",,81.20%,18.80%,0.00%,0.90%,4.30%,25.50%,23.80%,20.30%,16.20%,9.00%
317,iNews,iNews Sumut Official,2026,May,"692,135","691,795","100,412","1,280",00:08:42,21,431,"6,304,089",9,"511,558","276,007","173,345","169,815","3,530","1,471",191,"3,549",216,903,"3,189","5,926,120",0,0,"259,211","5,666,777","10,288,317","890,961","11,547","570,552","8,561",0,0,0,0,"12,037","2,118",19,3,1,0,,1,0,0,0,0,0,0,,,,,,,,,"64,696","1,280","629,390","  5,450,993 ",,80.40%,19.60%,0.00%,0.90%,4.50%,28.60%,26.20%,19.10%,13.80%,7.10%
318,iNews,iNews Sumut Official,2026,June,"695,504","694,962","88,708","1,150",00:07:39,17,481,"6,264,014",10,"553,769","297,762","134,458","131,076","3,382","1,324",174,"3,164",250,894,"3,420","5,730,994",0,0,"402,102","5,328,623","9,690,326","767,227","12,630","489,638","8,439",0,0,0,0,"13,647","2,859",276,0,"1,927",57,,9,0,0,0,1,0,0,,,,,,,,,"65,846","1,150","591,520","  4,486,285 ",,75.40%,24.60%,0.00%,1.40%,5.50%,29.20%,24.20%,19.30%,13.80%,6.70%
319,iNews,iNews Sumut Official,2026,July,"922,972","921,173","234,585","1,868",00:15:16,20,974,"7,264,917",10,"701,877","395,989","237,967","230,626","7,341","2,101",233,"4,440",430,982,"2,816","11,397,308",0,0,"974,390","10,422,787","18,948,590","1,459,256","12,985","759,676","12,355",0,0,0,0,"19,578","7,064",390,0,"3,343",624,,20,0,0,0,1,0,0,,,,,,,,,"67,714","1,868","776,683","  9,823,327 ",,78.20%,21.80%,0.00%,1.10%,5.00%,27.20%,22.40%,19.40%,15.60%,
320,iNews,iNews Sumut Official,2026,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,iNews,iNews Sumut Official,2026,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,iNews,iNews Sumut Official,2026,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,iNews,iNews Sumut Official,2026,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,iNews,iNews Sumut Official,2026,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,iNews,Lintas iNews MNCTV,2024,January,"10,669,635","10,669,635","460,707","17,604",00:02:35,30,"1,210","89,515,939",8,"4,978,879","2,084,176","2,894,703","2,894,703",0,"19,904","2,300","102,452","1,787","19,792","36,581","9,330,267",0,0,"969,633","8,346,238","15,174,930","1,914,974","7,924","1,837,192",874,0,0,0,0,"117,646","9,522",,-1,,,5,"9,959",0,0,0,0,19,"1,167",,,,,,,,,"339,777","17,604",,  -   ,,,,,,,,,,,
326,iNews,Lintas iNews MNCTV,2024,February,"14,830,818","14,830,818","437,022","24,174",00:01:46,38,"1,039","112,681,788",9,"7,248,934","3,042,726","4,199,796","4,199,796",0,"26,739","2,565","77,047","2,359","24,305","41,359","16,130,586",0,0,"712,777","15,405,890","28,010,681","3,559,428","7,869","3,387,909","1,088",0,0,0,0,"142,383","6,385",,0,,,15,"61,084",1,0,0,0,19,"1,145",,,,,,,,,"363,951","24,174",,  -   ,,,,,,,,,,,
327,iNews,Lintas iNews MNCTV,2024,March,"8,559,632","8,559,632","285,685","8,637",00:02:00,28,629,"59,233,042",7,"4,828,280","2,051,486","2,776,794","2,776,794",0,"10,273","1,636","23,450","1,043","11,524","7,025","7,879,022",0,0,"434,877","7,431,517","13,511,831","1,602,026","8,434","1,449,703",920,0,0,0,0,"67,821","4,395",0,0,0,0,2,"10,805",0,0,0,0,34,"1,663",,,,,,,,,"372,588","8,637",,  -   ,,,,,,,,,,,
328,iNews,Lintas iNews MNCTV,2024,April,"4,133,239","4,133,239","155,854","6,038",00:02:15,29,874,"46,579,353",6,"2,657,384","1,082,717","1,574,667","1,574,667",0,"7,302","1,264","16,384",829,"7,137","4,316","4,694,510",0,0,"310,016","4,380,510","7,964,570","893,093","8,918","812,014","1,136",0,0,0,0,"41,546","2,565",,0,,,1,"17,479",0,0,0,0,26,"1,254",,,,,,,,,"378,626","6,038",,  -   ,,,,,,,,,,,
329,iNews,Lintas iNews MNCTV,2024,May,"6,709,859","6,709,859","282,391","10,085",00:02:31,23,"1,125","64,011,604",8,"3,844,641","1,505,991","2,338,650","2,338,650",0,"11,782","1,697","31,077","1,164","14,096","9,164","5,209,452",0,0,"553,823","4,650,937","8,456,252","943,612","8,962","888,149",776,0,0,0,0,"64,266","4,836",,0,,,18,"320,704",0,0,0,0,15,953,,,,,,,,,"388,711","10,085",,  -   ,,,,,,,,,,,
330,iNews,Lintas iNews MNCTV,2024,June,"4,781,195","4,781,195","140,198","6,787",00:01:45,34,932,"48,358,410",7,"2,917,058","1,249,159","1,667,899","1,667,899",0,"8,322","1,535","20,198",937,"9,677","6,229","6,105,712",0,0,"261,599","5,830,531","10,600,968","1,019,541","10,398","949,159","1,277",0,0,0,0,"44,885","2,304",,0,,,7,"827,737",1,0,0,0,28,980,,,,,,,,,"395,498","6,787",,  -   ,,,,,,,,,,,
